expcode,impcode,common_lang,ln_distance,ln_trade
NICARAGUA,CAMEROON,0,4.577308,NA
NICARAGUA,CENTRAL AFR.,0,4.665039,NA
NICARAGUA,CHAD,0,4.644576,NA
NICARAGUA,CONGO,0,4.614875,NA
NICARAGUA,GABON,0,4.582492,NA
NICARAGUA,ANGOLA,0,4.669037,NA
NICARAGUA,BURUNDI,0,4.755121,NA
NICARAGUA,COMOROS,0,4.880354,NA
NICARAGUA,ZAIRE,0,4.707416,NA
NICARAGUA,BENIN,0,4.469582,NA
NICARAGUA,EQ. GUINEA,1,4.560536,NA
NICARAGUA,ETHIOPIA,0,4.81301,NA
NICARAGUA,DJIBOUTI,0,4.852099,NA
NICARAGUA,GAMBIA,0,4.225883,NA
NICARAGUA,GHANA,0,4.420652,NA
NICARAGUA,GUINEA,0,4.317843,NA
NICARAGUA,COTE D'IVOIR,0,4.383976,NA
NICARAGUA,KENYA,0,4.816921,NA
NICARAGUA,LIBERIA,0,4.327825,NA
NICARAGUA,MADAGASCAR,0,4.913114,NA
NICARAGUA,MALAWI,0,4.803324,NA
NICARAGUA,MALI,0,4.395667,NA
NICARAGUA,MAURITANIA,0,4.295036,NA
NICARAGUA,MAURITIUS,0,4.986234,NA
NICARAGUA,MOZAMBIQUE,0,4.8203,NA
NICARAGUA,NIGER,0,4.53312,NA
NICARAGUA,NIGERIA,0,4.53312,NA
NICARAGUA,GUINEA-BISSA,0,4.260692,NA
NICARAGUA,REUNION,0,4.974497,NA
NICARAGUA,RWANDA,0,4.753367,NA
NICARAGUA,SENEGAL,0,4.262779,NA
NICARAGUA,SEYCHELLES,0,4.954145,NA
NICARAGUA,SIERRA LEONE,0,4.299156,NA
NICARAGUA,SOMALIA,0,4.89809,NA
NICARAGUA,ZIMBABWE,0,4.784497,NA
NICARAGUA,TOGO,0,4.457964,NA
NICARAGUA,UGANDA,0,4.767406,NA
NICARAGUA,UNTD RP TANZ,0,4.799872,NA
NICARAGUA,BURKINA FASO,0,4.41884,NA
NICARAGUA,ZAMBIA,0,4.773727,NA
NICARAGUA,CANADA,0,3.872285,9.665611
NICARAGUA,USA,1,3.322546,10.42531
NICARAGUA,BERMUDA,0,3.332103,NA
NICARAGUA,GREENLAND,0,4.306797,NA
NICARAGUA,ARGENTINA,1,3.941157,NA
NICARAGUA,BOLIVIA,1,3.58506,NA
NICARAGUA,BRAZIL,1,3.632365,NA
NICARAGUA,CHILE,1,3.811577,NA
NICARAGUA,COLOMBIA,1,2.760731,NA
NICARAGUA,ECUADOR,1,2.819622,2.70805
NICARAGUA,MEXICO,1,2.98179,2.397895
NICARAGUA,PARAGUAY,1,3.806663,NA
NICARAGUA,PERU,1,3.206729,NA
NICARAGUA,URUGUAY,1,3.995965,NA
NICARAGUA,VENEZUELA,1,2.977919,NA
NICARAGUA,COSTA RICA,1,1.151293,8.903951
NICARAGUA,EL SALVADOR,1,1.387376,8.067149
NICARAGUA,GUATEMALA,1,1.760415,9.267666
NICARAGUA,HONDURAS,1,0.9162908,7.618251
NICARAGUA,BAHAMAS,0,2.667716,NA
NICARAGUA,BARBADOS,0,3.237392,NA
NICARAGUA,CAYMAN ISLDS,0,2.06179,NA
NICARAGUA,CUBA,1,2.288642,9.103312
NICARAGUA,DOMINICAN RP,1,2.74332,NA
NICARAGUA,GUADELOUPE (,0,3.162988,NA
NICARAGUA,HAITI,0,2.634806,NA
NICARAGUA,JAMAICA,0,2.214291,NA
NICARAGUA,NETH ANTILLE,1,2.807703,NA
NICARAGUA,ST KITTS NEV,0,3.120956,NA
NICARAGUA,TRINIDAD-TOB,1,3.181514,NA
NICARAGUA,TURKS CAICOS,0,4.993776,NA
NICARAGUA,BELIZE,1,1.734817,NA
NICARAGUA,FRENCH GUIAN,0,3.5038,NA
NICARAGUA,GUYANA,0,3.303325,NA
NICARAGUA,PANAMA,1,1.856786,7.052721
NICARAGUA,SURINAM,0,3.413273,NA
NICARAGUA,ISRAEL,0,4.797199,NA
NICARAGUA,JAPAN,0,5.412463,11.06232
NICARAGUA,BAHRAIN,0,4.913918,NA
NICARAGUA,CYPRUS,0,4.787769,NA
NICARAGUA,IRAN,0,4.936643,NA
NICARAGUA,IRAQ,0,4.871689,NA
NICARAGUA,JORDAN,0,4.806735,NA
NICARAGUA,KUWAIT,0,4.881187,NA
NICARAGUA,LEBANON,0,4.809059,5.762052
NICARAGUA,OMAN,0,4.957412,NA
NICARAGUA,QATAR,0,4.918682,NA
NICARAGUA,SAUDI ARABIA,0,4.871777,NA
NICARAGUA,SYRN ARAB RP,0,4.827929,NA
NICARAGUA,UNTD ARAB EM,0,4.937595,NA
NICARAGUA,TURKEY,0,4.81043,NA
NICARAGUA,YEMEN,0,4.890462,NA
NICARAGUA,AFGHANISTAN,0,5.019446,NA
NICARAGUA,BANGLADESH,0,5.166758,NA
NICARAGUA,BHUTAN,0,5.171041,NA
NICARAGUA,BRUNEI,0,5.297555,NA
NICARAGUA,MYANMAR (BUR,0,5.210694,NA
NICARAGUA,CAMBODIA,0,5.247024,NA
NICARAGUA,SRI LANKA,0,5.11264,NA
NICARAGUA,HONG KONG,0,5.295219,NA
NICARAGUA,INDIA,0,5.088529,NA
NICARAGUA,INDONESIA (i,0,5.32685,6.456769
NICARAGUA,KOREA RP (SO,0,5.36528,NA
NICARAGUA,LAOS P.DEM.R,0,5.24737,NA
NICARAGUA,MALAYSIA,0,5.28715,3.7612
NICARAGUA,MALDIVES,0,5.064496,NA
NICARAGUA,NEPAL,0,5.133822,NA
NICARAGUA,PAKISTAN,0,5.049404,NA
NICARAGUA,PHILIPPINES,0,5.332719,NA
NICARAGUA,SINGAPORE,0,5.242583,NA
NICARAGUA,THAILAND,0,5.220414,5.198497
NICARAGUA,TAIWAN,0,5.329174,9.243388
NICARAGUA,CHINA,0,5.253683,NA
NICARAGUA,KOREA D P RP,0,5.364631,5.147494
NICARAGUA,MONGOLIA,0,5.261884,NA
NICARAGUA,VIETNAM,0,5.252397,NA
NICARAGUA,BELGIUM-LUX.,0,4.571692,8.485084
NICARAGUA,DENMARK (inc,0,4.647065,5.42495
NICARAGUA,FRANCE,0,4.53312,9.954133
NICARAGUA,GERMANY,0,4.637127,10.30129
NICARAGUA,GREECE,0,4.701512,NA
NICARAGUA,IRELAND,0,4.463259,NA
NICARAGUA,ITALY,0,4.627723,8.720787
NICARAGUA,NETHERLANDS,0,4.594855,8.674539
NICARAGUA,PORTUGAL,0,4.399774,5.70711
NICARAGUA,SPAIN,1,4.447129,10.00166
NICARAGUA,UNITED KINGD,0,4.528011,7.301822
NICARAGUA,AUSTRIA,0,4.645878,7.594884
NICARAGUA,FINLAND,0,4.805296,5.940171
NICARAGUA,ICELAND,0,4.440432,NA
NICARAGUA,NORWAY,0,4.671824,NA
NICARAGUA,SWEDEN,0,4.712766,4.682131
NICARAGUA,SWITZERLAND,0,4.595324,8.494743
NICARAGUA,MALTA,0,4.626614,NA
NICARAGUA,ALBANIA,0,4.688309,NA
NICARAGUA,BULGARIA,0,4.736352,7.136483
NICARAGUA,CZECHOSLOVAK,0,4.672908,NA
NICARAGUA,HUNGARY,0,4.703816,NA
NICARAGUA,POLAND,0,4.718578,NA
NICARAGUA,ROMANIA,0,4.743569,NA
NICARAGUA,FM YUGOSLAVI,0,4.704473,NA
NICARAGUA,FM USSR,0,5.251629,NA
NICARAGUA,AUSTRALIA,0,5.401052,3.295837
NICARAGUA,NEW ZEALAND,0,5.578104,NA
NICARAGUA,SOLOMON ISLD,0,5.500858,NA
NICARAGUA,FIJI,0,5.567739,NA
NICARAGUA,KIRIBATI (in,0,5.553967,NA
NICARAGUA,NEW CALEDONI,0,5.531962,NA
NICARAGUA,PAPUA N.GUIN,0,5.45008,NA
BAHAMAS,SOUTH AFRICA,1,4.729988,5.780744
BAHAMAS,ALGERIA,0,4.370573,NA
BAHAMAS,LIBY ARAB JM,1,4.532632,8.416267
BAHAMAS,MOROCCO,0,4.268602,NA
BAHAMAS,WESTERN SAHA,0,4.48864,NA
BAHAMAS,SUDAN,1,4.667232,NA
BAHAMAS,TUNISIA,0,4.449187,NA
BAHAMAS,EGYPT,1,4.663775,NA
BAHAMAS,CAMEROON,1,4.498392,NA
BAHAMAS,CENTRAL AFR.,0,4.590279,NA
BAHAMAS,CHAD,0,4.558595,NA
BAHAMAS,CONGO,0,4.547945,NA
BAHAMAS,GABON,0,4.514267,8.227643
BAHAMAS,ANGOLA,0,4.619017,NA
BAHAMAS,BURUNDI,0,4.696584,NA
BAHAMAS,COMOROS,0,4.833447,NA
BAHAMAS,ZAIRE,0,4.643144,NA
BAHAMAS,BENIN,0,4.377367,NA
BAHAMAS,EQ. GUINEA,0,4.486743,NA
BAHAMAS,ETHIOPIA,0,4.746256,NA
BAHAMAS,DJIBOUTI,0,4.784831,NA
BAHAMAS,GAMBIA,1,4.101049,NA
BAHAMAS,GHANA,1,4.327613,NA
BAHAMAS,GUINEA,0,4.209411,NA
BAHAMAS,COTE D'IVOIR,0,4.288208,7.565275
BAHAMAS,KENYA,1,4.756575,NA
BAHAMAS,LIBERIA,1,4.231613,9.649755
BAHAMAS,MADAGASCAR,0,4.873038,NA
BAHAMAS,MALAWI,1,4.75615,NA
BAHAMAS,MALI,0,4.28171,NA
BAHAMAS,MAURITANIA,0,4.161083,NA
BAHAMAS,MAURITIUS,1,4.947194,NA
BAHAMAS,MOZAMBIQUE,0,4.77793,NA
BAHAMAS,NIGER,0,4.435616,NA
BAHAMAS,NIGERIA,1,4.445003,NA
BAHAMAS,GUINEA-BISSA,0,4.173328,NA
BAHAMAS,REUNION,0,4.935874,NA
BAHAMAS,RWANDA,1,4.693199,NA
BAHAMAS,SENEGAL,0,4.140617,9.292565
BAHAMAS,SEYCHELLES,1,4.903694,NA
BAHAMAS,SIERRA LEONE,1,4.195624,NA
BAHAMAS,SOMALIA,1,4.83477,NA
BAHAMAS,ZIMBABWE,1,4.743761,NA
BAHAMAS,TOGO,0,4.367662,NA
BAHAMAS,UGANDA,1,4.704782,NA
BAHAMAS,UNTD RP TANZ,1,4.74535,NA
BAHAMAS,BURKINA FASO,0,4.31549,NA
BAHAMAS,ZAMBIA,1,4.727684,NA
BAHAMAS,CANADA,1,3.70094,10.26148
BAHAMAS,USA,1,3.222909,14.71704
BAHAMAS,BERMUDA,1,2.628494,7.076654
BAHAMAS,GREENLAND,1,4.091009,NA
BAHAMAS,ARGENTINA,1,4.085526,7.288244
BAHAMAS,BOLIVIA,0,3.753999,3.610918
BAHAMAS,BRAZIL,1,3.693255,8.23589
BAHAMAS,CHILE,0,3.997832,4.521789
BAHAMAS,COLOMBIA,0,3.027293,5.926926
BAHAMAS,ECUADOR,0,3.269296,2.995732
BAHAMAS,MEXICO,0,3.259251,6.879356
BAHAMAS,PARAGUAY,0,3.923209,2.833213
BAHAMAS,PERU,0,3.533687,4.976734
BAHAMAS,URUGUAY,0,4.105003,6.021023
BAHAMAS,VENEZUELA,0,2.948663,7.06732
BAHAMAS,COSTA RICA,0,2.793741,1.791759
BAHAMAS,EL SALVADOR,0,2.809016,3.688879
BAHAMAS,GUATEMALA,0,2.816725,3.526361
BAHAMAS,HONDURAS,0,2.638579,4.65396
BAHAMAS,NICARAGUA,0,2.667716,NA
BAHAMAS,BARBADOS,1,2.988165,5.26269
BAHAMAS,CAYMAN ISLDS,1,1.880513,6.309918
BAHAMAS,CUBA,0,1.579828,8.662332
BAHAMAS,DOMINICAN RP,0,2.012739,5.755742
BAHAMAS,GUADELOUPE (,0,2.802608,2.484907
BAHAMAS,HAITI,0,1.84945,6.079933
BAHAMAS,JAMAICA,1,1.822072,5.69036
BAHAMAS,NETH ANTILLE,1,2.657618,8.952347
BAHAMAS,ST KITTS NEV,1,2.704488,4.912655
BAHAMAS,TRINIDAD-TOB,1,2.996435,4.61512
BAHAMAS,TURKS CAICOS,0,4.919316,8.190077
BAHAMAS,BELIZE,1,2.67726,NA
BAHAMAS,FRENCH GUIAN,0,3.422441,NA
BAHAMAS,GUYANA,1,3.245788,NA
BAHAMAS,PANAMA,1,2.757847,7.33106
BAHAMAS,SURINAM,1,3.348556,6.783325
BAHAMAS,ISRAEL,1,4.709414,NA
BAHAMAS,JAPAN,0,5.367481,11.01086
BAHAMAS,BAHRAIN,1,4.840733,NA
BAHAMAS,CYPRUS,1,4.696188,NA
BAHAMAS,IRAN,0,4.861614,NA
BAHAMAS,IRAQ,0,4.790143,NA
BAHAMAS,JORDAN,1,4.720312,NA
BAHAMAS,KUWAIT,1,4.802898,NA
BAHAMAS,LEBANON,1,4.720668,NA
BAHAMAS,OMAN,1,4.890647,NA
BAHAMAS,QATAR,1,4.846202,NA
BAHAMAS,SAUDI ARABIA,0,4.79581,NA
BAHAMAS,SYRN ARAB RP,0,4.740625,NA
BAHAMAS,UNTD ARAB EM,1,4.867537,NA
BAHAMAS,TURKEY,0,4.718282,3.871201
BAHAMAS,YEMEN,0,4.823056,NA
BAHAMAS,AFGHANISTAN,0,4.950682,NA
BAHAMAS,BANGLADESH,1,5.111989,NA
BAHAMAS,BHUTAN,0,5.115186,NA
BAHAMAS,BRUNEI,1,5.255863,NA
BAHAMAS,MYANMAR (BUR,0,5.159139,NA
BAHAMAS,CAMBODIA,1,5.200425,NA
BAHAMAS,SRI LANKA,1,5.062246,NA
BAHAMAS,HONG KONG,1,5.247956,3.496508
BAHAMAS,INDIA,0,5.030824,3.637586
BAHAMAS,INDONESIA (i,1,5.289128,6.115892
BAHAMAS,KOREA RP (SO,0,5.317625,6.135565
BAHAMAS,LAOS P.DEM.R,1,5.199093,NA
BAHAMAS,MALAYSIA,1,5.245711,NA
BAHAMAS,MALDIVES,0,5.013781,NA
BAHAMAS,NEPAL,0,5.075449,NA
BAHAMAS,PAKISTAN,0,4.984382,6.753438
BAHAMAS,PHILIPPINES,1,5.289879,4.990433
BAHAMAS,SINGAPORE,1,5.199879,NA
BAHAMAS,THAILAND,1,5.171863,NA
BAHAMAS,TAIWAN,0,5.283211,5.147494
BAHAMAS,CHINA,0,5.200258,NA
BAHAMAS,KOREA D P RP,0,5.316207,NA
BAHAMAS,MONGOLIA,0,5.205665,NA
BAHAMAS,VIETNAM,1,5.205033,NA
BAHAMAS,BELGIUM-LUX.,0,4.434395,8.763115
BAHAMAS,DENMARK (inc,1,4.518235,3.89182
BAHAMAS,FRANCE,0,4.394149,10.11549
BAHAMAS,GERMANY,0,4.511075,8.65626
BAHAMAS,GREECE,1,4.596168,7.40367
BAHAMAS,IRELAND,1,4.301737,7.702556
BAHAMAS,ITALY,0,4.508178,8.016648
BAHAMAS,NETHERLANDS,0,4.460069,9.845328
BAHAMAS,PORTUGAL,0,4.244043,5.673323
BAHAMAS,SPAIN,0,4.300037,9.265396
BAHAMAS,UNITED KINGD,1,4.378975,11.38877
BAHAMAS,AUSTRIA,0,4.524692,NA
BAHAMAS,FINLAND,0,4.695666,NA
BAHAMAS,ICELAND,1,4.261047,NA
BAHAMAS,NORWAY,0,4.542449,6.786717
BAHAMAS,SWEDEN,0,4.590253,9.321434
BAHAMAS,SWITZERLAND,0,4.466209,6.727432
BAHAMAS,MALTA,1,4.51438,NA
BAHAMAS,ALBANIA,0,4.579343,NA
BAHAMAS,BULGARIA,0,4.632062,6.202536
BAHAMAS,CZECHOSLOVAK,0,4.553738,NA
BAHAMAS,HUNGARY,0,4.591668,NA
BAHAMAS,POLAND,0,4.604473,NA
BAHAMAS,ROMANIA,0,4.637786,NA
BAHAMAS,FM YUGOSLAVI,0,4.595021,4.718499
BAHAMAS,FM USSR,0,5.1907,NA
BAHAMAS,AUSTRALIA,1,5.371531,9.278186
BAHAMAS,NEW ZEALAND,1,5.554411,7.636752
BAHAMAS,SOLOMON ISLD,0,5.468915,NA
BAHAMAS,FIJI,1,5.539423,NA
BAHAMAS,KIRIBATI (in,1,5.52164,2.484907
BAHAMAS,NEW CALEDONI,0,5.503548,NA
BAHAMAS,PAPUA N.GUIN,0,5.416289,NA
BARBADOS,SOUTH AFRICA,1,4.538738,NA
BARBADOS,ALGERIA,0,4.16307,NA
BARBADOS,LIBY ARAB JM,1,4.349539,NA
BARBADOS,MOROCCO,0,4.055151,NA
BARBADOS,WESTERN SAHA,0,4.295077,NA
BARBADOS,SUDAN,1,4.494821,NA
BARBADOS,TUNISIA,0,4.271513,NA
BARBADOS,EGYPT,1,4.506407,NA
BARBADOS,CAMEROON,1,4.275157,NA
BARBADOS,CENTRAL AFR.,0,4.391594,NA
BARBADOS,CHAD,0,4.363796,NA
BARBADOS,CONGO,0,4.328991,NA
BARBADOS,GABON,0,4.286031,NA
BARBADOS,ANGOLA,0,4.408499,NA
BARBADOS,BURUNDI,0,4.511643,NA
BARBADOS,COMOROS,0,4.671244,NA
BARBADOS,ZAIRE,0,4.449131,3.988984
BARBADOS,BENIN,0,4.125391,NA
BARBADOS,EQ. GUINEA,0,4.254538,NA
BARBADOS,ETHIOPIA,0,4.581595,NA
BARBADOS,DJIBOUTI,0,4.63032,NA
BARBADOS,GAMBIA,1,3.760449,NA
BARBADOS,GHANA,1,4.056381,NA
BARBADOS,GUINEA,0,3.903601,NA
BARBADOS,COTE D'IVOIR,0,4.00328,NA
BARBADOS,KENYA,1,4.587915,2.484907
BARBADOS,LIBERIA,1,3.921489,NA
BARBADOS,MADAGASCAR,0,4.714713,3.091043
BARBADOS,MALAWI,1,4.577393,NA
BARBADOS,MALI,0,4.01936,NA
BARBADOS,MAURITANIA,0,3.871659,NA
BARBADOS,MAURITIUS,1,4.802116,NA
BARBADOS,MOZAMBIQUE,0,4.601334,NA
BARBADOS,NIGER,0,4.2135,NA
BARBADOS,NIGERIA,1,4.213719,NA
BARBADOS,GUINEA-BISSA,0,3.826727,NA
BARBADOS,REUNION,0,4.788528,NA
BARBADOS,RWANDA,1,4.508757,NA
BARBADOS,SENEGAL,0,3.818612,NA
BARBADOS,SEYCHELLES,1,4.758401,NA
BARBADOS,SIERRA LEONE,1,3.876592,NA
BARBADOS,SOMALIA,1,4.687483,NA
BARBADOS,ZIMBABWE,1,4.558907,2.302585
BARBADOS,TOGO,0,4.109553,NA
BARBADOS,UGANDA,1,4.52546,NA
BARBADOS,UNTD RP TANZ,1,4.569095,NA
BARBADOS,BURKINA FASO,0,4.052369,NA
BARBADOS,ZAMBIA,1,4.541798,NA
BARBADOS,CANADA,1,4.073245,8.510169
BARBADOS,USA,1,3.805537,12.20903
BARBADOS,BERMUDA,1,2.988904,5.590987
BARBADOS,GREENLAND,1,4.126993,NA
BARBADOS,ARGENTINA,1,3.858152,NA
BARBADOS,BOLIVIA,0,3.422893,NA
BARBADOS,BRAZIL,1,3.161503,NA
BARBADOS,CHILE,0,3.799161,NA
BARBADOS,COLOMBIA,0,2.739163,NA
BARBADOS,ECUADOR,0,3.157525,NA
BARBADOS,MEXICO,0,3.774834,4.394449
BARBADOS,PARAGUAY,0,3.589036,NA
BARBADOS,PERU,0,3.347186,5.652489
BARBADOS,URUGUAY,0,3.835178,NA
BARBADOS,VENEZUELA,0,2.113507,1.609438
BARBADOS,COSTA RICA,0,3.205618,2.833213
BARBADOS,EL SALVADOR,0,3.380685,NA
BARBADOS,GUATEMALA,0,3.427682,NA
BARBADOS,HONDURAS,0,3.296907,4.644391
BARBADOS,NICARAGUA,0,3.237392,NA
BARBADOS,BAHAMAS,1,2.988165,6.784457
BARBADOS,CAYMAN ISLDS,1,3.075166,NA
BARBADOS,CUBA,0,3.095495,NA
BARBADOS,DOMINICAN RP,0,2.53123,NA
BARBADOS,GUADELOUPE (,0,1.309042,5.365976
BARBADOS,HAITI,0,2.649178,5.765191
BARBADOS,JAMAICA,1,2.927022,6.71417
BARBADOS,NETH ANTILLE,1,2.194381,6.687109
BARBADOS,ST KITTS NEV,1,1.660861,9.25913
BARBADOS,TRINIDAD-TOB,1,0.9618017,8.758098
BARBADOS,TURKS CAICOS,0,4.808177,NA
BARBADOS,BELIZE,1,3.384412,2.079442
BARBADOS,FRENCH GUIAN,0,2.420959,4.727388
BARBADOS,GUYANA,1,2.102189,10.59761
BARBADOS,PANAMA,1,3.039103,4.043051
BARBADOS,SURINAM,1,2.284835,7.245655
BARBADOS,ISRAEL,1,4.564861,NA
BARBADOS,JAPAN,0,5.292544,5.634789
BARBADOS,BAHRAIN,1,4.707987,NA
BARBADOS,CYPRUS,1,4.554658,1.94591
BARBADOS,IRAN,0,4.737061,NA
BARBADOS,IRAQ,0,4.657913,NA
BARBADOS,JORDAN,1,4.576602,NA
BARBADOS,KUWAIT,1,4.668546,NA
BARBADOS,LEBANON,1,4.580676,NA
BARBADOS,OMAN,1,4.760431,NA
BARBADOS,QATAR,1,4.713735,NA
BARBADOS,SAUDI ARABIA,0,4.655872,NA
BARBADOS,SYRN ARAB RP,0,4.604642,NA
BARBADOS,UNTD ARAB EM,1,4.736628,NA
BARBADOS,TURKEY,0,4.584963,2.079442
BARBADOS,YEMEN,0,4.677946,NA
BARBADOS,AFGHANISTAN,0,4.837097,NA
BARBADOS,BANGLADESH,1,5.010137,NA
BARBADOS,BHUTAN,0,5.0154,3.332205
BARBADOS,BRUNEI,1,5.16144,NA
BARBADOS,MYANMAR (BUR,0,5.061207,NA
BARBADOS,CAMBODIA,1,5.103114,NA
BARBADOS,SRI LANKA,1,4.946406,NA
BARBADOS,HONG KONG,1,5.158695,3.610918
BARBADOS,INDIA,0,4.917819,2.302585
BARBADOS,INDONESIA (i,1,5.195455,NA
BARBADOS,KOREA RP (SO,0,5.239341,NA
BARBADOS,LAOS P.DEM.R,1,5.103544,NA
BARBADOS,MALAYSIA,1,5.149607,4.65396
BARBADOS,MALDIVES,0,4.889626,NA
BARBADOS,NEPAL,0,4.971879,NA
BARBADOS,PAKISTAN,0,4.872312,NA
BARBADOS,PHILIPPINES,1,5.20144,5.164786
BARBADOS,SINGAPORE,1,5.098396,3.044523
BARBADOS,THAILAND,1,5.072319,NA
BARBADOS,TAIWAN,0,5.197551,NA
BARBADOS,CHINA,0,5.111841,NA
BARBADOS,KOREA D P RP,0,5.238851,NA
BARBADOS,MONGOLIA,0,5.122638,NA
BARBADOS,VIETNAM,1,5.109319,NA
BARBADOS,BELGIUM-LUX.,0,4.302168,5.620401
BARBADOS,DENMARK (inc,1,4.402656,5.327876
BARBADOS,FRANCE,0,4.244847,6.496775
BARBADOS,GERMANY,0,4.382519,6.974479
BARBADOS,GREECE,1,4.448844,4.691348
BARBADOS,IRELAND,1,4.17644,NA
BARBADOS,ITALY,0,4.359417,5.42495
BARBADOS,NETHERLANDS,0,4.333584,4.718499
BARBADOS,PORTUGAL,0,4.058228,NA
BARBADOS,SPAIN,0,4.121902,3.044523
BARBADOS,UNITED KINGD,1,4.256336,9.985712
BARBADOS,AUSTRIA,0,4.388,3.610918
BARBADOS,FINLAND,0,4.600144,3.970292
BARBADOS,ICELAND,1,4.196009,NA
BARBADOS,NORWAY,0,4.442276,NA
BARBADOS,SWEDEN,0,4.489829,2.772589
BARBADOS,SWITZERLAND,0,4.324588,6.359574
BARBADOS,MALTA,1,4.350345,NA
BARBADOS,ALBANIA,0,4.433942,NA
BARBADOS,BULGARIA,0,4.495838,NA
BARBADOS,CZECHOSLOVAK,0,4.424566,NA
BARBADOS,HUNGARY,0,4.459342,NA
BARBADOS,POLAND,0,4.483087,NA
BARBADOS,ROMANIA,0,4.507401,NA
BARBADOS,FM YUGOSLAVI,0,4.457065,NA
BARBADOS,FM USSR,0,5.113586,4.574711
BARBADOS,AUSTRALIA,1,5.28157,5.204007
BARBADOS,NEW ZEALAND,1,5.479525,4.007333
BARBADOS,SOLOMON ISLD,0,5.391607,NA
BARBADOS,FIJI,1,5.46635,NA
BARBADOS,KIRIBATI (in,1,5.450309,NA
BARBADOS,NEW CALEDONI,0,5.426974,NA
BARBADOS,PAPUA N.GUIN,0,5.33475,NA
CAYMAN ISLDS,SOUTH AFRICA,1,4.744417,NA
CAYMAN ISLDS,ALGERIA,0,4.427873,NA
CAYMAN ISLDS,LIBY ARAB JM,1,4.579512,NA
CAYMAN ISLDS,MOROCCO,0,4.335505,NA
CAYMAN ISLDS,WESTERN SAHA,0,4.537087,NA
CAYMAN ISLDS,SUDAN,1,4.703963,NA
CAYMAN ISLDS,TUNISIA,0,4.50537,NA
CAYMAN ISLDS,EGYPT,1,4.705635,NA
CAYMAN ISLDS,CAMEROON,1,4.535319,NA
CAYMAN ISLDS,CENTRAL AFR.,0,4.625404,NA
CAYMAN ISLDS,CHAD,0,4.599082,NA
CAYMAN ISLDS,CONGO,0,4.579217,NA
CAYMAN ISLDS,GABON,0,4.546076,NA
CAYMAN ISLDS,ANGOLA,0,4.642385,NA
CAYMAN ISLDS,BURUNDI,0,4.724124,NA
CAYMAN ISLDS,COMOROS,0,4.855644,NA
CAYMAN ISLDS,ZAIRE,0,4.673334,NA
CAYMAN ISLDS,BENIN,0,4.420402,NA
CAYMAN ISLDS,EQ. GUINEA,0,4.521161,NA
CAYMAN ISLDS,ETHIOPIA,0,4.777765,NA
CAYMAN ISLDS,DJIBOUTI,0,4.816617,NA
CAYMAN ISLDS,GAMBIA,1,4.158879,NA
CAYMAN ISLDS,GHANA,1,4.370854,NA
CAYMAN ISLDS,GUINEA,0,4.259694,NA
CAYMAN ISLDS,COTE D'IVOIR,0,4.332615,NA
CAYMAN ISLDS,KENYA,1,4.785048,NA
CAYMAN ISLDS,LIBERIA,1,4.27594,NA
CAYMAN ISLDS,MADAGASCAR,0,4.892064,NA
CAYMAN ISLDS,MALAWI,1,4.778393,NA
CAYMAN ISLDS,MALI,0,4.335127,NA
CAYMAN ISLDS,MAURITANIA,0,4.223962,NA
CAYMAN ISLDS,MAURITIUS,1,4.965781,NA
CAYMAN ISLDS,MOZAMBIQUE,0,4.797941,NA
CAYMAN ISLDS,NIGER,0,4.481438,NA
CAYMAN ISLDS,NIGERIA,1,4.486256,NA
CAYMAN ISLDS,GUINEA-BISSA,0,4.212909,NA
CAYMAN ISLDS,REUNION,0,4.954262,NA
CAYMAN ISLDS,RWANDA,1,4.72151,NA
CAYMAN ISLDS,SENEGAL,0,4.197375,NA
CAYMAN ISLDS,SEYCHELLES,1,4.927604,NA
CAYMAN ISLDS,SIERRA LEONE,1,4.243375,NA
CAYMAN ISLDS,SOMALIA,1,4.864715,NA
CAYMAN ISLDS,ZIMBABWE,1,4.762961,NA
CAYMAN ISLDS,TOGO,0,4.409722,NA
CAYMAN ISLDS,UGANDA,1,4.734278,NA
CAYMAN ISLDS,UNTD RP TANZ,1,4.77105,NA
CAYMAN ISLDS,BURKINA FASO,0,4.363774,NA
CAYMAN ISLDS,ZAMBIA,1,4.749358,NA
CAYMAN ISLDS,CANADA,1,3.767536,5.924256
CAYMAN ISLDS,USA,1,3.221732,9.320002
CAYMAN ISLDS,BERMUDA,1,3.010111,NA
CAYMAN ISLDS,GREENLAND,1,4.194837,NA
CAYMAN ISLDS,ARGENTINA,1,4.020639,NA
CAYMAN ISLDS,BOLIVIA,0,3.673579,NA
CAYMAN ISLDS,BRAZIL,1,3.656137,8.071843
CAYMAN ISLDS,CHILE,0,3.915408,NA
CAYMAN ISLDS,COLOMBIA,0,2.856833,8.552946
CAYMAN ISLDS,ECUADOR,0,3.067274,NA
CAYMAN ISLDS,MEXICO,0,3.091641,6.795706
CAYMAN ISLDS,PARAGUAY,0,3.867406,NA
CAYMAN ISLDS,PERU,0,3.388242,NA
CAYMAN ISLDS,URUGUAY,0,4.05473,NA
CAYMAN ISLDS,VENEZUELA,0,2.902839,NA
CAYMAN ISLDS,COSTA RICA,0,2.303484,5.231109
CAYMAN ISLDS,EL SALVADOR,0,2.322826,NA
CAYMAN ISLDS,GUATEMALA,0,2.365648,NA
CAYMAN ISLDS,HONDURAS,0,2.020911,NA
